"id","name","height","weight","hp","attack","defense","s_attack","s_defense","speed","type","evo_set","info"
209,"snubbull","6","78","60","80","50","40","40","30","{fairy}",105,"Although it looks frightening, it is actually kind and affectionate. It is very popular among women."
210,"granbull","14","487","90","120","75","60","60","45","{fairy}",105,"It is actually timid and easily spooked. If at­ tacked, it flails about to fend off its attacker."
211,"qwilfish","5","39","65","95","85","55","55","85","{water,poison}",106,"To fire its poison spikes, it must inflate its body by drinking over 2.6 gallons of water all at once."
212,"scizor","18","1180","70","130","100","55","80","65","{bug,steel}",58,"It has a steel-hard body. It intimidates foes by upraising its eye-patterned pincers."
213,"shuckle","6","205","20","10","230","10","230","5","{bug,rock}",107,"The BERRIES it stores in its vase-like shell decompose and become a gooey liquid."
214,"heracross","15","540","80","125","75","40","95","85","{bug,fighting}",108,"It is usually docile, but if it is disturbed while sipping honey, it chases off the intruder with its horn."
215,"sneasel","9","280","55","95","55","35","75","115","{dark,ice}",109,"Its paws conceal sharp claws. If attacked, it sud­ denly extends the claws and startles its enemy."
216,"teddiursa","6","88","60","80","50","50","50","40","{normal}",110,"If it finds honey, its crescent mark glows. It always licks its paws because they are soaked with honey."
217,"ursaring","18","1258","90","130","75","75","75","55","{normal}",110,"Although it is a good climber, it prefers to snap trees with its forelegs and eat fallen BERRIES."
218,"slugma","7","350","40","40","40","70","40","20","{fire}",111,"It never sleeps. It has to keep moving because if it stopped, its magma body would cool and harden."
219,"magcargo","8","550","60","50","120","90","80","30","{fire,rock}",111,"The shell on its back is just skin that has cooled and hardened. It breaks easily with a slight touch."
220,"swinub","4","65","50","50","40","30","30","50","{ice,ground}",112,"It rubs its snout on the ground to find and dig up food. It sometimes discovers hot springs."
221,"piloswine","11","558","100","100","80","60","60","50","{ice,ground}",112,"Because the long hair all over its body obscures its sight, it just keeps charging repeatedly."
222,"corsola","6","50","65","55","95","65","95","35","{water,rock}",113,"It continuously sheds and grows. The tip of its head is prized as a treasure for its beauty."
223,"remoraid","6","120","35","65","35","65","35","65","{water}",114,"It has superb ac­ curacy. The water it shoots out can strike even moving prey from more than 300 feet."
224,"octillery","9","285","75","105","75","105","75","45","{water}",114,"It traps enemies with its suction- cupped tentacles then smashes them with its rock-hard head."
225,"delibird","9","160","45","55","45","65","45","75","{ice,flying}",115,"It carries food all day long. There are tales about lost people who were saved by the food it had."
226,"mantine","21","2200","85","40","70","80","140","70","{water,flying}",116,"As it majestically swims, it doesn't care if REMORAID attach to it for scavenging its leftovers."
227,"skarmory","17","505","65","80","140","40","70","70","{steel,flying}",117,"Its sturdy wings look heavy, but they are actually hollow and light, allowing it to fly freely in the sky."
228,"houndour","6","108","45","60","30","80","50","65","{dark,fire}",118,"It uses different kinds of cries for communicating with others of its kind and for pursuing its prey."
229,"houndoom","14","350","75","90","50","110","80","95","{dark,fire}",118,"If you are burned by the flames it shoots from its mouth, the pain will never go away."
230,"kingdra","18","1520","75","95","95","95","95","85","{water,dragon}",54,"It is said that it usually hides in underwater caves. It can create whirlpools by yawning."
231,"phanpy","5","335","90","60","60","40","40","40","{ground}",119,"It swings its long snout around play­ fully, but because it is so strong, that can be dan­ gerous."
232,"donphan","11","1200","90","120","120","60","60","50","{ground}",119,"It has sharp, hard tusks and a rugged hide. Its TACKLE is strong enough to knock down a house."
233,"porygon2","6","325","85","80","90","105","95","60","{normal}",68,"This upgraded version of PORYGON is designed for space exploration. It can't fly, though."
234,"stantler","14","712","73","95","62","85","65","85","{normal}",120,"The curved antlers subtly change the flow of air to create a strange space where real­ ity is distorted."
235,"smeargle","12","580","55","20","35","20","45","75","{normal}",121,"A special fluid oozes from the tip of its tail. It paints the fluid everywhere to mark its territory."
236,"tyrogue","7","210","35","35","35","35","35","35","{fighting}",47,"It is always bursting with en­ ergy. To make it­ self stronger, it keeps on fighting even if it loses."
237,"hitmontop","14","480","50","95","95","35","110","70","{fighting}",47,"If you become enchanted by its smooth, elegant, dance-like kicks, you may get drilled hard."
238,"smoochum","4","60","45","30","15","85","65","65","{ice,psychic}",59,"Its lips are the most sensitive parts on its body. It always uses its lips first to examine things."
239,"elekid","6","235","45","63","37","65","55","95","{electric}",60,"It rotates its arms to generate electricity, but it tires easily, so it charges up only a little bit."
240,"magby","7","214","45","75","37","70","55","83","{fire}",61,"Each and every time it inhales and exhales, hot embers dribble out of its mouth and nostrils."
241,"miltank","12","755","95","80","105","40","70","100","{normal}",122,"Its milk is packed with nutrition, making it the ultimate beverage for the sick or weary."
242,"blissey","15","468","255","10","10","75","135","55","{normal}",51,"Anyone who takes even one bite of BLISSEY's egg be­ comes unfailingly caring and pleas­ ant to everyone."
243,"raikou","19","1780","90","85","75","115","100","115","{electric}",123,"The rain clouds it carries let it fire thunderbolts at will. They say that it descended with lightning."
244,"entei","21","1980","115","115","85","90","75","100","{fire}",124,"Volcanoes erupt when it barks. Un­ able to restrain its extreme power, it races headlong around the land."
245,"suicune","20","1870","100","75","115","90","115","85","{water}",125,"It races around the world to purify fouled water. It dashes away with the north wind."
246,"larvitar","6","720","50","64","50","45","50","41","{rock,ground}",126,"It feeds on soil. After it has eaten a large mountain, it will fall asleep so it can grow."
247,"pupitar","12","1520","70","84","70","65","70","51","{rock,ground}",126,"Its shell is as hard as sheet rock, and it is also very strong. Its THRASHING can topple a mountain."
248,"tyranitar","20","2020","100","134","110","95","100","61","{rock,dark}",126,"Its body can't be harmed by any sort of attack, so it is very eager to make challenges against enemies."
249,"lugia","52","2160","106","90","130","90","154","110","{psychic,flying}",127,"It is said that it quietly spends its time deep at the bottom of the sea because its powers are too strong."
250,"ho-oh","38","1990","106","130","90","110","154","90","{fire,flying}",128,"Legends claim this POKéMON flies the world's skies con­ tinuously on its magnificent seven- colored wings."
251,"celebi","6","50","100","100","100","100","100","100","{psychic,grass}",129,"This POKéMON wan­ ders across time. Grass and trees flourish in the forests in which it has appeared."
252,"treecko","5","50","40","45","35","65","55","70","{grass}",130,"TREECKO has small hooks on the bottom of its feet that enable it to scale vertical walls. This POKéMON attacks by slamming foes with its thick tail."
253,"grovyle","9","216","50","65","45","85","65","95","{grass}",130,"The leaves growing out of GROVYLE’s body are convenient for camouflaging it from enemies in the forest. This POKéMON is a master at climbing trees in jungles."
254,"sceptile","17","522","70","85","65","105","85","120","{grass}",130,"The leaves growing on SCEPTILE’s body are very sharp edged. This POKéMON is very agile - it leaps all over the branches of trees and jumps on its foe from above or behind."
255,"torchic","4","25","45","60","40","70","50","45","{fire}",131,"TORCHIC sticks with its TRAINER, following behind with unsteady steps. This POKéMON breathes fire of over 1,800 degrees F, including fireballs that leave the foe scorched black."
256,"combusken","9","195","60","85","60","85","60","55","{fire,fighting}",131,"COMBUSKEN toughens up its legs and thighs by running through fields and mountains. This POKéMON’s legs possess both speed and power, enabling it to dole out ten kicks in one second."
257,"blaziken","19","520","80","120","70","110","70","80","{fire,fighting}",131,"In battle, BLAZIKEN blows out intense flames from its wrists and attacks foes courageously. The stronger the foe, the more intensely this POKéMON’s wrists burn."
258,"mudkip","4","76","50","70","50","50","50","40","{water}",132,"The fin on MUDKIP’s head acts as highly sensitive radar. Using this fin to sense movements of water and air, this POKéMON can determine what is taking place around it without using its eyes."
259,"marshtomp","7","280","70","85","70","60","70","50","{water,ground}",132,"The surface of MARSHTOMP’s body is enveloped by a thin, sticky film that enables it to live on land. This POKéMON plays in mud on beaches when the ocean tide is low."
260,"swampert","15","819","100","110","90","85","90","60","{water,ground}",132,"SWAMPERT is very strong. It has enough power to easily drag a boulder weighing more than a ton. This POKéMON also has powerful vision that lets it see even in murky water."
